x,y
-11215.261865094162,-12668.20186648021
-24306.455254483495,-7498.911716726187
3527.1036142664025,19255.08955646984
21177.435707502966,4423.078250768686
3034.7307776776634,4668.963833523599
2006.148205270075,9018.766896752983
-20047.60082241106,-2852.1869528072452
1914.8153050594585,13996.61354349364
-16969.19475000591,-2849.2928185294363
-18684.541700908318,14292.895589533062
24547.11336378277,22225.11173090389
-17118.404779517226,16287.236683463258
10253.63394573895,-16195.846896794365
18609.834765856227,20239.924281340915
3942.1184476053027,-15733.676535852403
-3976.388353028648,-18955.504136702108
16515.58105828752,-24892.327748566735
-23929.361786927082,-14045.441531005088
-23403.502724523627,-1415.9124659049783
-22998.13448582464,13181.698373233286
-16059.43270172603,14254.208721154504
23595.426642560025,3771.983968222914
12192.407926457838,10184.19664731629
24153.981304366745,-23328.216707764415
3443.360030599507,-17102.964989613567
-8098.578619166518,1674.4279758697633
11167.218007764612,-24825.043581929694
19251.832831864114,-19494.257871455487
20637.96257053536,-21210.90530681804
24626.157620156853,-22215.980533890623
-766.2068369481912,16465.350822102788
-12674.36908725299,-22569.45005575961
-19693.098390714604,-15901.962886024568
-23761.93090799632,21947.331087657763
-19636.87326933552,16328.093855956571
16039.995821184382,-287.9903376837856
536.3142799446719,-19358.16450275358
-18505.460504640105,10225.763274037703
-4699.410111254432,-4349.551316956601
12865.09679534551,2531.380231393721
12642.02893048787,-4775.565100155621
-9313.99297342701,-17880.977094889473
-19320.12119282427,24358.062679834202
-16003.715617927704,19983.854144726032
22989.735094881,21601.509175864718
2749.1933219705,10567.436841336164
-22905.82504955454,17534.200788194677
22410.07410735094,-8467.602778744766
15600.304379973351,-19836.069037167505
-24094.859514843647,5015.0124523937075
24367.888654094604,18772.34031487067
6039.995078030569,-12689.092117775313
-14640.076683642266,-22899.131661156534
14857.523173318055,14884.087255466593
11583.519249947538,-21528.958770425153
14175.086846014095,16833.60117439623
-20034.134705862572,2704.254355006608
573.8037872023316,18507.013361997426
-14227.81610980477,-14102.67268562988
-12635.256036200215,21421.101184493695
-13908.434390928103,4028.4145299514407
18592.667380453,12549.497037156665
-15375.369901359792,17311.90916085854
-7473.2861076219015,-14014.088756467414
-14323.97547594706,9444.318265253027
21091.61108314972,-16672.3688691095
-12401.418928416908,-7654.238937640523
-1196.9370680515067,9767.409212218747
18242.60258870416,22243.471308456254
-19959.985152706784,19435.46610784552
-10628.89616786935,-6391.092873164883
1475.3354687968567,-9555.052608416338
-1948.689737346343,9671.938023500083
-22177.96132234333,-20607.768201496834
14678.512917694286,-23532.176423770878
-19238.47792260609,23314.756854768006
-12187.387270269246,19249.131291865295
-24620.201242045958,-16836.974170252004
-11735.288449547565,19638.658204291314
-10889.058826664977,18769.197730073927
-21771.62439268905,-9672.118741631075
-8568.57034258991,6859.731030555816
-2395.69239932087,-11181.875550034692
13911.063794134538,20166.51980122428
-4003.151510643321,-21317.918623650447
-14979.314117585129,-12476.96426135605
